id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,fico_range_low,fico_range_high,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,last_fico_range_high,last_fico_range_low,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,hardship_flag,disbursement_method,debt_settlement_flag,target_default
123335329,36000.0,36000.0,36000.0, 60 months,10.42,772.36,B,B3,Supervisor,4 years,MORTGAGE,70200.0,Verified,2017-11-01,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=123335329, ,debt_consolidation,Debt consolidation,301xx,GA,12.61,0.0,Jun-1999,715.0,719.0,1.0,75.0,74.0,17.0,0.0,4756.0,7.9,30.0,w,0.0,0.0,38299.304411413,38299.3,36000.0,2299.3,0.0,0.0,0.0,Jul-2018,33017.82,Apr-2019,Feb-2019,724.0,720.0,0.0,75.0,1.0,Individual,110000.0,18.84,Not Verified,0.0,0.0,89840.0,3.0,3.0,3.0,5.0,4.0,49466.0,87.0,2.0,6.0,2554.0,46.0,60100.0,2.0,0.0,3.0,12.0,5285.0,40208.0,10.4,0.0,0.0,163.0,211.0,2.0,2.0,3.0,2.0,87.0,3.0,75.0,3.0,4.0,5.0,9.0,12.0,8.0,13.0,19.0,5.0,17.0,0.0,0.0,0.0,6.0,90.0,0.0,0.0,0.0,152806.0,54222.0,44900.0,56633.0,N,Cash,N,0
115094508,35000.0,35000.0,35000.0, 60 months,11.99,778.38,B,B5,Director,< 1 year,MORTGAGE,40000.0,Verified,2017-08-01,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=115094508, ,debt_consolidation,Debt consolidation,605xx,IL,41.01,1.0,Sep-1998,700.0,704.0,0.0,20.0,74.0,10.0,0.0,61951.0,93.0,20.0,w,26080.15,26080.15,14794.48,14794.48,8919.85,5874.63,0.0,0.0,0.0,Mar-2019,778.38,Apr-2019,Mar-2019,659.0,655.0,0.0,44.0,1.0,Joint App,130000.0,21.23,Verified,0.0,0.0,234635.0,0.0,0.0,0.0,0.0,89.0,0.0,72.0,0.0,0.0,25105.0,93.0,66600.0,0.0,0.0,0.0,0.0,29329.0,10.0,100.0,0.0,0.0,149.0,226.0,49.0,49.0,3.0,97.0,37.0,5.0,33.0,0.0,4.0,6.0,4.0,6.0,3.0,8.0,13.0,6.0,10.0,0.0,0.0,0.0,0.0,95.0,100.0,0.0,0.0,310350.0,61951.0,59600.0,0.0,N,Cash,N,0
95249120,9500.0,9500.0,9500.0, 36 months,6.99,293.29,A,A2,Police officer,< 1 year,RENT,68000.0,Source Verified,2016-12-01,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=95249120, ,credit_card,Credit card refinancing,952xx,CA,9.14,0.0,Dec-2006,740.0,744.0,0.0,31.0,74.0,3.0,0.0,8252.0,54.3,11.0,w,0.0,0.0,10117.465716073,10117.47,9500.0,617.47,0.0,0.0,0.0,Jan-2018,6601.68,Apr-2019,Jan-2018,754.0,750.0,0.0,44.0,1.0,Individual,110000.0,18.84,Not Verified,0.0,0.0,24702.0,0.0,1.0,1.0,2.0,9.0,16450.0,88.0,0.0,1.0,7652.0,73.0,15200.0,0.0,1.0,0.0,3.0,8234.0,6948.0,54.3,0.0,0.0,117.0,120.0,15.0,9.0,0.0,48.0,37.0,5.0,33.0,0.0,2.0,2.0,2.0,5.0,5.0,2.0,6.0,2.0,3.0,0.0,0.0,0.0,1.0,100.0,50.0,0.0,0.0,33900.0,24702.0,15200.0,18700.0,N,Cash,N,0
122241984,16800.0,16800.0,16800.0, 36 months,10.42,545.41,B,B3,UW MAnager ,1 year,RENT,85000.0,Not Verified,2017-10-01,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=122241984, ,debt_consolidation,Debt consolidation,330xx,FL,25.67,0.0,Oct-2003,695.0,699.0,1.0,31.0,74.0,14.0,0.0,9334.0,34.0,19.0,w,0.0,0.0,17960.0975111262,17960.1,16800.0,1160.1,0.0,0.0,0.0,Jul-2018,14151.96,Apr-2019,Mar-2019,709.0,705.0,0.0,30.0,1.0,Individual,110000.0,18.84,Not Verified,0.0,389.0,63301.0,2.0,5.0,2.0,5.0,5.0,53643.0,89.0,1.0,3.0,3538.0,34.0,27650.0,0.0,0.0,4.0,9.0,4521.0,4650.0,38.0,0.0,0.0,160.0,168.0,2.0,2.0,0.0,2.0,37.0,2.0,33.0,0.0,5.0,8.0,6.0,6.0,9.0,8.0,9.0,8.0,14.0,0.0,0.0,0.0,4.0,100.0,0.0,0.0,0.0,90348.0,63301.0,23250.0,60582.0,N,Cash,N,0
131503131,40000.0,40000.0,40000.0, 60 months,7.34,798.49,A,A4,SVP Member Services,5 years,MORTGAGE,135775.0,Source Verified,2018-05-01,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=131503131, ,home_improvement,Home improvement,453xx,OH,8.61,1.0,May-2001,720.0,724.0,0.0,10.0,74.0,9.0,0.0,0.0,0.0,29.0,w,34306.81,34306.81,7991.69,7991.69,5693.19,2298.5,0.0,0.0,0.0,Mar-2019,798.49,Apr-2019,Mar-2019,729.0,725.0,0.0,10.0,1.0,Individual,110000.0,18.84,Not Verified,0.0,0.0,250488.0,1.0,2.0,1.0,1.0,6.0,38564.0,67.0,0.0,1.0,0.0,36.0,49300.0,3.0,1.0,5.0,2.0,27832.0,44500.0,0.0,0.0,0.0,143.0,203.0,17.0,6.0,6.0,52.0,37.0,1.0,33.0,1.0,0.0,0.0,3.0,6.0,8.0,6.0,15.0,0.0,9.0,0.0,0.0,1.0,1.0,96.6,0.0,0.0,0.0,334774.0,38564.0,44500.0,57394.0,N,Cash,N,0
75377610,13000.0,13000.0,13000.0, 36 months,11.47,428.51,B,B5,RN,1 year,MORTGAGE,70000.0,Source Verified,2016-04-01,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=75377610, ,debt_consolidation,Debt consolidation,337xx,FL,18.96,0.0,Jul-2002,680.0,684.0,1.0,73.0,74.0,10.0,0.0,18465.0,86.7,31.0,w,0.0,0.0,15143.5058557741,15143.51,13000.0,2143.51,0.0,0.0,0.0,Mar-2018,5674.87,Apr-2019,Mar-2019,674.0,670.0,0.0,73.0,1.0,Individual,110000.0,18.84,Not Verified,0.0,0.0,238989.0,3.0,3.0,2.0,2.0,11.0,49159.0,58.0,2.0,4.0,6300.0,74.0,21300.0,1.0,1.0,4.0,7.0,23899.0,1280.0,92.0,0.0,0.0,147.0,164.0,3.0,3.0,1.0,3.0,73.0,3.0,73.0,1.0,3.0,6.0,3.0,5.0,20.0,6.0,10.0,6.0,10.0,0.0,0.0,0.0,5.0,96.8,100.0,0.0,0.0,248276.0,67624.0,16000.0,55146.0,N,Cash,N,0
37601116,11000.0,11000.0,11000.0, 36 months,10.49,357.48,B,B3,Cashier,10+ years,RENT,37000.0,Source Verified,2015-01-01,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=37601116, ,debt_consolidation,Debt consolidation,441xx,OH,16.19,0.0,Jul-2005,665.0,669.0,0.0,31.0,112.0,5.0,1.0,11066.0,79.0,7.0,w,0.0,0.0,12086.76,12086.76,11000.0,1086.76,0.0,0.0,0.0,Feb-2016,7813.03,Apr-2019,May-2016,799.0,795.0,0.0,44.0,1.0,Individual,110000.0,18.84,Not Verified,0.0,0.0,15971.0,1.0,2.0,0.0,1.0,13.0,23127.0,72.0,1.0,2.0,4413.0,58.0,14000.0,1.0,0.0,1.0,2.0,3194.0,2934.0,79.0,0.0,0.0,20.0,114.0,14.0,14.0,0.0,14.0,37.0,5.0,33.0,0.0,4.0,4.0,4.0,6.0,1.0,4.0,6.0,4.0,5.0,0.0,0.0,0.0,0.0,100.0,50.0,1.0,0.0,23000.0,15971.0,14000.0,9000.0,N,Cash,N,0
145609023,16000.0,16000.0,16000.0, 36 months,7.02,494.18,A,A2,Tax Examiner IV,10+ years,MORTGAGE,65000.0,Not Verified,2018-12-01,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=145609023, ,debt_consolidation,Debt consolidation,056xx,VT,24.0,0.0,Dec-2006,765.0,769.0,0.0,31.0,74.0,11.0,0.0,13035.0,33.5,18.0,w,15196.5,15196.5,979.0,979.0,803.5,175.5,0.0,0.0,0.0,Feb-2019,494.18,Apr-2019,Mar-2019,819.0,815.0,0.0,44.0,1.0,Individual,110000.0,18.84,Not Verified,0.0,0.0,157138.0,0.0,2.0,1.0,2.0,12.0,39568.0,83.0,1.0,1.0,3542.0,61.0,38900.0,1.0,3.0,1.0,3.0,14285.0,21044.0,36.2,0.0,0.0,126.0,144.0,7.0,7.0,4.0,7.0,37.0,12.0,33.0,0.0,5.0,7.0,5.0,6.0,5.0,7.0,9.0,7.0,11.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,0.0,259515.0,52603.0,33000.0,47615.0,N,Cash,N,0
90111066,24000.0,24000.0,24000.0, 36 months,10.99,785.62,B,B4,owner,< 1 year,OWN,60000.0,Not Verified,2016-09-01,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=90111066, ,major_purchase,Major purchase,786xx,TX,8.82,1.0,Aug-1988,735.0,739.0,0.0,23.0,74.0,9.0,0.0,425.0,2.3,15.0,w,4566.06,4566.06,23539.29,23539.29,19433.94,4105.35,0.0,0.0,0.0,Mar-2019,785.62,Apr-2019,Mar-2019,729.0,725.0,0.0,43.0,1.0,Individual,110000.0,18.84,Not Verified,0.0,0.0,25783.0,0.0,3.0,0.0,1.0,18.0,25358.0,87.0,2.0,3.0,374.0,54.0,18600.0,1.0,2.0,2.0,4.0,2865.0,16675.0,2.5,0.0,0.0,227.0,337.0,8.0,8.0,0.0,12.0,23.0,0.0,23.0,2.0,2.0,2.0,4.0,6.0,5.0,6.0,10.0,2.0,9.0,0.0,0.0,0.0,2.0,80.0,0.0,0.0,0.0,47910.0,25783.0,17100.0,29310.0,N,Cash,N,0
79491331,14000.0,14000.0,14000.0, 60 months,8.39,286.49,B,B1,Administrative Assistant,10+ years,MORTGAGE,55000.0,Source Verified,2016-06-01,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=79491331, ,debt_consolidation,Debt consolidation,065xx,CT,13.16,0.0,Dec-1993,720.0,724.0,0.0,31.0,74.0,11.0,0.0,18693.0,37.1,34.0,w,7026.67,7026.67,9447.64,9447.64,6973.33,2474.31,0.0,0.0,0.0,Mar-2019,286.49,Apr-2019,Mar-2019,719.0,715.0,0.0,44.0,1.0,Individual,110000.0,18.84,Not Verified,0.0,0.0,136088.0,1.0,0.0,0.0,1.0,17.0,0.0,72.0,1.0,4.0,6014.0,37.0,50400.0,1.0,10.0,0.0,6.0,12372.0,19813.0,43.9,0.0,0.0,152.0,269.0,3.0,3.0,5.0,3.0,37.0,13.0,33.0,1.0,5.0,7.0,6.0,10.0,12.0,9.0,16.0,7.0,11.0,0.0,0.0,0.0,1.0,97.1,16.7,0.0,0.0,170547.0,18840.0,35300.0,0.0,N,Cash,N,0
7455786,12000.0,12000.0,12000.0, 36 months,10.99,392.81,B,B2,Edgar Law Firm,5 years,RENT,40000.0,Not Verified,2013-10-01,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=7455786,  Borrower added on 09/23/13 > I'm requesting this loan to consolidate and payoff my credit cards.<br>,credit_card,Credit Card Payoff,641xx,MO,23.53,0.0,Jan-2004,715.0,719.0,0.0,31.0,74.0,10.0,0.0,10873.0,61.1,18.0,f,0.0,0.0,14033.1068064193,14033.11,12000.0,2033.11,0.0,0.0,0.0,Apr-2016,41.61,Apr-2019,Mar-2019,734.0,730.0,0.0,44.0,1.0,Individual,110000.0,18.84,Not Verified,0.0,0.0,44181.0,1.0,2.0,0.0,1.0,13.0,23127.0,72.0,1.0,2.0,4413.0,58.0,17800.0,1.0,0.0,1.0,2.0,4418.0,3984.0,46.2,0.0,0.0,78.0,118.0,13.0,13.0,0.0,62.0,37.0,13.0,33.0,0.0,2.0,6.0,4.0,9.0,3.0,8.0,15.0,6.0,10.0,0.0,0.0,0.0,0.0,100.0,50.0,0.0,0.0,60448.0,44181.0,7400.0,42648.0,N,Cash,N,0
10073173,12000.0,12000.0,12000.0, 36 months,15.61,419.58,C,C4,Sales Consultant,6 years,MORTGAGE,115000.0,Verified,2014-01-01,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=10073173,  Borrower added on 01/07/14 > Paying off credit cards and bills.<br>,debt_consolidation,Debt consolidation,997xx,AK,15.53,0.0,Mar-2007,680.0,684.0,3.0,31.0,74.0,10.0,0.0,19283.0,61.8,25.0,f,0.0,0.0,12353.9064409658,12353.91,12000.0,353.91,0.0,0.0,0.0,Apr-2014,3514.81,Apr-2019,Aug-2018,709.0,705.0,0.0,44.0,1.0,Individual,110000.0,18.84,Not Verified,0.0,0.0,260137.0,1.0,2.0,0.0,1.0,13.0,23127.0,72.0,1.0,2.0,4413.0,58.0,31200.0,1.0,0.0,1.0,11.0,26014.0,3222.0,72.0,0.0,0.0,82.0,62.0,5.0,3.0,2.0,7.0,37.0,3.0,33.0,0.0,2.0,3.0,3.0,4.0,13.0,7.0,10.0,3.0,10.0,0.0,0.0,0.0,3.0,100.0,66.7,0.0,0.0,283782.0,53528.0,11500.0,40688.0,N,Cash,N,0
95706893,15000.0,15000.0,15000.0, 36 months,16.99,534.72,D,D1,sales clerk,3 years,RENT,40000.0,Not Verified,2016-12-01,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=95706893, ,house,Home buying,600xx,IL,11.17,0.0,Aug-2012,740.0,744.0,0.0,31.0,74.0,10.0,0.0,631.0,2.7,10.0,w,3233.41,3233.41,15652.04,15652.04,11766.59,3885.45,0.0,0.0,0.0,Mar-2019,534.72,Apr-2019,Mar-2019,789.0,785.0,0.0,44.0,1.0,Individual,110000.0,18.84,Not Verified,0.0,0.0,15730.0,0.0,3.0,0.0,1.0,19.0,15099.0,77.0,0.0,4.0,507.0,37.0,23400.0,5.0,1.0,4.0,5.0,1573.0,20769.0,2.9,0.0,0.0,52.0,35.0,13.0,13.0,0.0,13.0,37.0,3.0,33.0,0.0,3.0,3.0,5.0,5.0,3.0,7.0,7.0,3.0,10.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,43045.0,15730.0,21400.0,19645.0,N,Cash,N,0
29363883,25000.0,25000.0,25000.0, 60 months,13.35,573.32,C,C2,Manager,10+ years,MORTGAGE,70000.0,Source Verified,2014-10-01,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=29363883, ,credit_card,Credit card refinancing,446xx,OH,24.02,0.0,Dec-1996,670.0,674.0,0.0,59.0,48.0,12.0,1.0,8079.0,60.3,40.0,w,3840.14,3840.14,30339.61,30339.61,21159.86,9179.75,0.0,0.0,0.0,Mar-2019,573.32,Apr-2019,Mar-2019,694.0,690.0,0.0,59.0,1.0,Individual,110000.0,18.84,Not Verified,0.0,0.0,262274.0,1.0,2.0,0.0,1.0,13.0,23127.0,72.0,1.0,2.0,4413.0,58.0,13400.0,1.0,0.0,1.0,8.0,23843.0,486.0,82.0,0.0,0.0,130.0,213.0,8.0,5.0,4.0,8.0,59.0,4.0,59.0,2.0,2.0,3.0,2.0,8.0,13.0,7.0,23.0,3.0,12.0,0.0,0.0,0.0,4.0,95.0,50.0,0.0,0.0,287475.0,48577.0,2700.0,59383.0,N,Cash,N,0
93642828,16000.0,16000.0,16000.0, 36 months,8.24,503.16,B,B1,Deputy,10+ years,RENT,71000.0,Source Verified,2016-12-01,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=93642828, ,credit_card,Credit card refinancing,342xx,FL,15.88,2.0,Apr-1991,670.0,674.0,0.0,12.0,74.0,18.0,0.0,16247.0,56.4,32.0,w,0.0,0.0,16832.7616918679,16832.76,16000.0,832.76,0.0,0.0,0.0,Aug-2017,13285.99,Apr-2019,Jul-2018,664.0,660.0,0.0,64.0,1.0,Individual,110000.0,18.84,Not Verified,0.0,263.0,23405.0,1.0,1.0,0.0,1.0,23.0,6789.0,71.0,2.0,9.0,1587.0,59.0,28800.0,2.0,1.0,2.0,10.0,1300.0,7687.0,45.9,0.0,0.0,110.0,308.0,6.0,6.0,0.0,7.0,12.0,10.0,12.0,0.0,8.0,14.0,9.0,16.0,6.0,16.0,24.0,14.0,18.0,0.0,0.0,0.0,2.0,87.1,11.1,0.0,0.0,39594.0,23405.0,14200.0,9577.0,N,Cash,N,0
17904609,13500.0,13500.0,13500.0, 36 months,11.67,446.27,B,B4,Human Service Coordinator,3 years,MORTGAGE,55676.0,Source Verified,2014-06-01,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=17904609, ,credit_card,Credit card refinancing,544xx,WI,17.65,0.0,Feb-1994,680.0,684.0,0.0,31.0,76.0,8.0,1.0,10217.0,91.2,17.0,w,0.0,0.0,15381.18,15381.18,13500.0,1881.18,0.0,0.0,0.0,Dec-2015,7794.59,Apr-2019,Mar-2019,729.0,725.0,0.0,44.0,1.0,Individual,110000.0,18.84,Not Verified,0.0,0.0,21126.0,1.0,2.0,0.0,1.0,13.0,23127.0,72.0,1.0,2.0,4413.0,58.0,11200.0,1.0,0.0,1.0,0.0,2641.0,569.0,91.9,0.0,0.0,109.0,243.0,33.0,33.0,2.0,74.0,37.0,7.0,33.0,0.0,2.0,4.0,2.0,5.0,5.0,6.0,10.0,4.0,8.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,37069.0,21126.0,7000.0,25869.0,N,Cash,N,0
44329770,18000.0,18000.0,18000.0, 60 months,9.99,382.36,B,B3,POLICE OFFICER,1 year,RENT,58000.0,Source Verified,2015-04-01,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=44329770, ,credit_card,Credit card refinancing,333xx,FL,20.15,0.0,Aug-2008,680.0,684.0,0.0,31.0,74.0,12.0,0.0,14069.0,57.2,22.0,w,0.0,0.0,7917.38,7917.38,4223.91,2266.22,19.12,1408.13,253.4634,Sep-2016,382.36,Apr-2019,Mar-2017,534.0,530.0,0.0,44.0,1.0,Individual,110000.0,18.84,Not Verified,0.0,0.0,28584.0,1.0,2.0,0.0,1.0,13.0,23127.0,72.0,1.0,2.0,4413.0,58.0,24600.0,1.0,0.0,1.0,4.0,2382.0,1422.0,89.7,0.0,0.0,79.0,78.0,9.0,9.0,0.0,21.0,37.0,13.0,33.0,0.0,4.0,5.0,4.0,5.0,14.0,7.0,8.0,5.0,12.0,0.0,0.0,0.0,1.0,100.0,75.0,0.0,0.0,55494.0,28584.0,13800.0,30894.0,N,Cash,N,1
133797674,28000.0,28000.0,28000.0, 60 months,29.69,900.58,F,F2,LEAD,6 years,MORTGAGE,49000.0,Verified,2018-05-01,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=133797674, ,debt_consolidation,Debt consolidation,535xx,WI,41.59,0.0,Mar-2006,690.0,694.0,0.0,31.0,74.0,23.0,0.0,25819.0,34.7,25.0,w,25674.55,25674.55,8959.62,8959.62,2325.45,6634.17,0.0,0.0,0.0,Mar-2019,900.58,Apr-2019,Mar-2019,619.0,615.0,0.0,44.0,1.0,Joint App,164000.0,18.36,Source Verified,0.0,0.0,199235.0,1.0,4.0,2.0,5.0,8.0,57058.0,81.0,5.0,14.0,7560.0,57.0,74300.0,4.0,2.0,4.0,19.0,8662.0,44369.0,34.2,0.0,0.0,43.0,41.0,4.0,4.0,2.0,7.0,37.0,7.0,33.0,0.0,9.0,11.0,15.0,15.0,6.0,17.0,17.0,11.0,23.0,0.0,0.0,0.0,7.0,100.0,26.7,0.0,0.0,275610.0,82877.0,67400.0,70260.0,N,Cash,N,0
84495535,10000.0,10000.0,10000.0, 36 months,7.99,313.32,A,A4,Teacher,10+ years,MORTGAGE,51500.0,Source Verified,2016-07-01,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=84495535, ,debt_consolidation,Debt consolidation,365xx,AL,23.89,0.0,Jul-2001,680.0,684.0,0.0,31.0,74.0,10.0,0.0,9640.0,81.0,24.0,f,1232.6,1232.6,10021.8,10021.8,8767.4,1254.4,0.0,0.0,0.0,Mar-2019,313.32,Apr-2019,Mar-2019,709.0,705.0,0.0,34.0,1.0,Individual,110000.0,18.84,Not Verified,0.0,683.0,168974.0,0.0,2.0,0.0,0.0,74.0,68793.0,2.0,0.0,0.0,6344.0,26.0,11900.0,0.0,1.0,0.0,0.0,16897.0,1276.0,88.2,0.0,0.0,180.0,144.0,32.0,32.0,2.0,119.0,31.0,5.0,31.0,0.0,3.0,4.0,4.0,5.0,12.0,6.0,10.0,4.0,10.0,0.0,0.0,0.0,0.0,83.3,75.0,0.0,0.0,206926.0,78433.0,10800.0,83865.0,N,Cash,N,0
56370212,20000.0,20000.0,20000.0, 60 months,15.61,482.23,D,D1,Owner,< 1 year,OWN,50000.0,Source Verified,2015-08-01,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=56370212, ,credit_card,Credit card refinancing,328xx,FL,11.8,0.0,Oct-1993,670.0,674.0,0.0,40.0,19.0,8.0,1.0,14332.0,71.7,19.0,w,0.0,0.0,1911.58,1911.58,905.74,1005.84,0.0,0.0,0.0,Dec-2015,482.23,Apr-2019,Feb-2017,584.0,580.0,0.0,40.0,1.0,Individual,110000.0,18.84,Not Verified,0.0,0.0,254683.0,1.0,2.0,0.0,1.0,13.0,23127.0,72.0,1.0,2.0,4413.0,58.0,20000.0,1.0,0.0,1.0,2.0,31835.0,768.0,94.9,0.0,0.0,142.0,261.0,49.0,18.0,4.0,50.0,64.0,7.0,43.0,2.0,3.0,3.0,3.0,5.0,4.0,5.0,11.0,3.0,8.0,0.0,0.0,0.0,0.0,84.2,100.0,0.0,1.0,278667.0,19032.0,15100.0,4400.0,N,Cash,N,1
22464322,14050.0,14050.0,14050.0, 60 months,18.24,358.62,D,D5,Asst Manager,2 years,RENT,32000.0,Source Verified,2014-07-01,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=22464322, ,debt_consolidation,Debt consolidation,301xx,GA,9.14,0.0,Mar-2003,660.0,664.0,3.0,35.0,51.0,9.0,1.0,8535.0,46.9,20.0,w,0.0,0.0,19009.5700017987,19009.57,14050.0,4959.57,0.0,0.0,0.0,Nov-2016,9685.45,Apr-2019,Dec-2018,724.0,720.0,0.0,35.0,1.0,Individual,110000.0,18.84,Not Verified,0.0,17435.0,8535.0,1.0,2.0,0.0,1.0,13.0,23127.0,72.0,1.0,2.0,4413.0,58.0,18200.0,1.0,0.0,1.0,3.0,1219.0,8470.0,49.3,0.0,0.0,116.0,136.0,15.0,15.0,2.0,15.0,37.0,0.0,33.0,2.0,5.0,6.0,7.0,9.0,3.0,8.0,11.0,6.0,9.0,0.0,0.0,0.0,0.0,90.0,16.7,0.0,1.0,18200.0,8535.0,16700.0,0.0,N,Cash,N,0
73630712,10000.0,10000.0,9750.0, 36 months,11.47,329.62,B,B5,Teacher,10+ years,RENT,37000.0,Verified,2016-03-01,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=73630712, ,debt_consolidation,Debt consolidation,112xx,NY,26.31,0.0,Mar-2003,695.0,699.0,1.0,31.0,74.0,10.0,0.0,22405.0,49.7,13.0,f,0.0,0.0,11547.8655061357,11259.17,10000.0,1547.87,0.0,0.0,0.0,Jan-2018,4632.22,Apr-2019,Jan-2018,749.0,745.0,0.0,44.0,1.0,Individual,110000.0,18.84,Not Verified,0.0,0.0,30163.0,0.0,1.0,1.0,1.0,11.0,7758.0,78.0,2.0,2.0,9299.0,55.0,45100.0,1.0,0.0,2.0,3.0,3016.0,21695.0,50.8,0.0,0.0,11.0,156.0,11.0,11.0,0.0,11.0,37.0,3.0,33.0,0.0,5.0,5.0,8.0,11.0,1.0,9.0,12.0,5.0,10.0,0.0,0.0,0.0,3.0,100.0,37.5,0.0,0.0,55100.0,30163.0,44100.0,10000.0,N,Cash,N,0
20741411,16875.0,16875.0,16875.0, 36 months,6.49,517.13,A,A2,Engineer,7 years,RENT,98000.0,Not Verified,2014-07-01,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=20741411, ,credit_card,Credit card refinancing,194xx,PA,18.09,0.0,Jun-1999,700.0,704.0,1.0,54.0,74.0,13.0,0.0,18854.0,57.1,42.0,w,0.0,0.0,18596.5575567284,18596.56,16875.0,1721.56,0.0,0.0,0.0,Feb-2017,3073.1,Apr-2019,Jun-2018,724.0,720.0,0.0,54.0,1.0,Individual,110000.0,18.84,Not Verified,0.0,0.0,105763.0,1.0,2.0,0.0,1.0,13.0,23127.0,72.0,1.0,2.0,4413.0,58.0,33000.0,1.0,0.0,1.0,5.0,8814.0,11119.0,49.2,0.0,0.0,179.0,181.0,3.0,3.0,0.0,3.0,37.0,5.0,33.0,2.0,4.0,7.0,4.0,9.0,26.0,8.0,16.0,7.0,13.0,0.0,0.0,0.0,3.0,95.1,50.0,0.0,0.0,128477.0,105763.0,21900.0,95477.0,N,Cash,N,0
38589508,20000.0,20000.0,20000.0, 60 months,13.66,461.85,C,C3,Design Engineer,10+ years,MORTGAGE,100000.0,Source Verified,2015-01-01,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=38589508, ,debt_consolidation,Debt consolidation,483xx,MI,20.76,0.0,Aug-1984,685.0,689.0,0.0,39.0,74.0,12.0,0.0,26809.0,80.0,29.0,w,0.0,0.0,26712.3265877014,26712.33,20000.0,6712.33,0.0,0.0,0.0,May-2018,8715.36,Apr-2019,Mar-2019,779.0,775.0,0.0,44.0,1.0,Individual,110000.0,18.84,Not Verified,0.0,0.0,280655.0,1.0,2.0,0.0,1.0,13.0,23127.0,72.0,1.0,2.0,4413.0,58.0,33500.0,1.0,0.0,1.0,1.0,23388.0,2683.0,90.0,0.0,0.0,122.0,365.0,25.0,9.0,4.0,25.0,39.0,7.0,39.0,0.0,4.0,7.0,5.0,7.0,10.0,8.0,15.0,7.0,12.0,0.0,0.0,0.0,1.0,89.7,80.0,0.0,0.0,305822.0,56655.0,26900.0,48322.0,N,Cash,N,0
